COMPARISON OF 2010 AND 2011 CROPPED AREA - CEREALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPARISON OF 2010 AND 2011 CROPPED AREA - LEGUMES,,,,,,,,,
REGION,Maize,,,Rice,,,Millet,,,Sorghum,,,,,,,,,,,,,,,,,,,,REGION,G'nuts,,,Cowpea,,,Soyabean,,
VOLTA,1529022.3,1660006.6391999996,8.566542109948271,374609.9,426750.9565000001,13.918760956397591,45678.4,49277.597400000006,7.879429664786867,62501.6,62555.109039999996,0.08561227232582395,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHANTI,1842665.9108,1900443.79606,3.1355594587906417,466126.5,470813.80499999993,1.0055864663347684,405935.9,385437.332,-5.049705630864388,925014.8125000001,977431.904671875,5.666621924702944,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRONG AHAFO,2728351.4,2883352.5700000003,5.6811292709582935,2318157.9,2171341.28,-6.3333313058614396,334416.80000000005,331872.49999999994,-0.7608170402922654,980002,1055831.7500000002,7.737713800584105,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN,1160887.4468767834,1333406.4,14.860954314507948,1476368.8940375824,2005607.4449999998,35.847311136111294,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER WEST,0,0.0,,521443.30000000005,472499.42000000004,-9.386232405325757,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER EAST,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,13550250.757676784,14240867.35126,5.096707108478813,5960485.644037583,6295452.956499999,5.619798997376872,1354798.698,1299645.0644,-4.070983658415065,3537734.3125,3619833.8397118747,2.3206809771380965,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPARISON OF 2010 AND 2011 AVERAGE YIELD - STARCHY STAPLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION,Cassava,,,Yam,,,Cocoyam,,,Plantain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2010,2011.0,% Change,2010,2011.0,% Change,2010,2011.0,% Change,2010,2011.0,% Change,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTERN,9.232373404969778,7.6,-17.68097252317668,7.121165324490762,4.9,-31.191037186734576,5.676911951281401,4.9,-13.6854676970291,9.923738607050732,8.98,-9.509909968610145,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL ,15.917035159172139,16.168051192207457,1.5770275715617252,5.582268370607029,5.574832345740341,-0.133207942954541,5.941968225948808,5.91742410938284,-0.41306374643309246,8.768644793152639,8.91605137047653,1.681064529367189,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTERN ,19.49272825208726,20.72435071039132,6.3183687905369466,18.20919540229885,17.419304241373155,-4.33786965033048,8.131867781961702,8.170839650948471,0.47924867978322466,9.946445497630332,10.07738293819227,1.3164244512588263,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREATER ACCRA,9.975124378109452,10.65979381443299,6.863768414016504,0,0.0,,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLTA,14.93040035152817,15.784182023219767,5.718411104791367,14.216694497153702,15.600188499570473,9.73147451887468,7.415324675324675,7.861648250666072,6.0189350417330765,7.832280701754386,7.9189696736460995,1.1068164586120566,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHANTI,15.327611376723134,15.636298874269514,2.013930872589581,13.935022421524664,13.872762242913547,-0.4467892245006174,6.3646268422703045,6.01223750873515,-5.536684903422477,9.930111917949604,10.158688891664124,2.301856974052275,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRONG AHAFO,15.054634442421232,15.59386581072238,3.5818297040922653,17.95351533457249,17.305247184653272,-3.610814583319344,6.784678433759384,6.743457146340471,-0.6075643499005604,14.67947872977831,14.48309008106885,-1.3378448398925267,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN,13.284745057810648,14.928419167039856,12.372643224062656,12.53177908528633,14.475380865084118,15.509384314632452,-,0.0,,-,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER WEST,0,0.0,,20.297520435967304,17.96466450710223,-11.493304988777055,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER EAST,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVERAGE YIELD,15.424519157390295,16.01241940886943,3.81146566372837,15.484113565258099,15.590584203652119,0.6876120996226073,6.5977584547010215,6.359503251743579,-3.6111537667415123,10.786843955825578,10.757397125938633,-0.272988373684982,,,,,,,,,,,,,,,,,,,,,,,,,,,
